ParamValue,Train MSE,Test MSE
1,0.0013900526452465239,0.0014169747793309013
2,0.0014061435356434485,0.0014047489745333595
3,0.001212795858573372,0.0012203452147171111
4,0.0011540239443795194,0.0011676935300882344
5,0.001174388584024783,0.0011923909605650004
6,0.001121093774698523,0.0011394778341148825
7,0.0010994824532057816,0.0011149604979529344
8,0.0010928710393242086,0.0011034814028498291
9,0.001096057983732906,0.0011012023799984536
10,0.0010985218741878422,0.0011042932496892835
11,0.001101924578514188,0.0011072230214522504
12,0.0010909919642929176,0.0010959246861388316
13,0.0010852120146367598,0.0010903997199293088
14,0.0010945281628996625,0.0010972225921102394
15,0.0010853566486456624,0.0010885229041689695
16,0.0010855607073692129,0.0010900860724066285
17,0.0010875717722219032,0.0010926053452827722
18,0.0010808780521451313,0.0010850676003999068
19,0.0010796675289642492,0.001082501194952163
20,0.0010755877182886927,0.001078546742294909
21,0.0010831863866933803,0.0010861359030408472
22,0.0010801485687707156,0.0010822862622476617
23,0.0010849514665181874,0.0010877775170331596
24,0.00107843526430744,0.0010810606221653338
25,0.0010850572093512763,0.0010908546348722078
26,0.0010933468374751515,0.0010975455693913875
27,0.0010909832897185153,0.0010949438312140227
28,0.0010930660414048038,0.0010971624643062033
29,0.0010948772675374746,0.001098510189995425
30,0.0010950048567984086,0.0010982890224724056
