ParamValue,Train MSE,Test MSE
1,0.001665749454031867,0.001600357370253637
2,0.0013814701150512828,0.001345024341565102
3,0.0013274303039620447,0.0013058825720495156
4,0.0012990157000556213,0.001297379360995464
5,0.0012366142793744101,0.0012308685036449593
6,0.0012406617866442978,0.0012290596471870288
7,0.0012435329536286148,0.0012280361287074003
8,0.0012473629672945378,0.0012301796147202325
9,0.0012549863702905632,0.001232794176678119
10,0.0012146519450355949,0.0011941427864476674
11,0.0012176408621800117,0.001198541189874129
12,0.0012179886385892675,0.0012007120272631493
13,0.0011950056059427548,0.0011771079512373074
14,0.0012024437429812033,0.0011850283607651342
15,0.0011771990828890674,0.0011581295557392924
16,0.0011811934048250197,0.001160922713412197
17,0.0011660384736633565,0.0011448809130376464
18,0.0011534893090724304,0.0011340119004293928
19,0.00115348198117156,0.0011335736488240844
20,0.0011622656180867571,0.0011430700514705782
21,0.0011757613736131662,0.0011582122897633386
22,0.001165834196788963,0.0011472294193435374
23,0.001167610758302925,0.0011494788355590699
24,0.001163043556000223,0.0011439854400864358
25,0.001167443883091284,0.0011490851241689822
26,0.00115833093502445,0.0011393460317894253
27,0.0011604042222514274,0.001143069370039673
28,0.0011631716483631786,0.001147031635669952
29,0.0011660424258376006,0.0011513073276434643
30,0.0011645895062354047,0.0011496239230348675
